time,open,high,low,close,volume
2024-01-01 00:00:00+00:00,1.084866904052775,1.0855684633418772,1.0846176702106092,1.085,633
2024-01-01 00:15:00+00:00,1.0854563237093076,1.0858778491135745,1.0843220588541138,1.085175849953554,1357
2024-01-01 00:30:00+00:00,1.0850364775111254,1.085443481383202,1.08450770200414,1.0851292815981903,994
2024-01-01 00:45:00+00:00,1.0856252813988152,1.0863333690615633,1.0843308655296833,1.0853578433049276,1422
2024-01-01 01:00:00+00:00,1.0859350081842152,1.0864361925530959,1.0855721166458088,1.0858925459113653,255
2024-01-01 01:15:00+00:00,1.0857966575422933,1.0859839849925237,1.0855476961209398,1.0858116996843008,1337
2024-01-01 01:30:00+00:00,1.0855603138472105,1.086174602091895,1.0850376292915453,1.0857309400496844,1366
2024-01-01 01:45:00+00:00,1.0863640516945194,1.086745332899653,1.0856456813441682,1.0862849335950622,1064
2024-01-01 02:00:00+00:00,1.086459033115314,1.0868128182204366,1.0863199254716756,1.0865542508166706,1759
2024-01-01 02:15:00+00:00,1.0863848052707923,1.0870027117389707,1.0861510548576425,1.0863903805307769,894
2024-01-01 02:30:00+00:00,1.0867363695885663,1.0871843490183772,1.0861689056887196,1.086580886165501,1247
2024-01-01 02:45:00+00:00,1.0864129627211336,1.0871119520473471,1.0859426549305342,1.0864191090868511,1754
2024-01-01 03:00:00+00:00,1.0863201310569917,1.086682436289234,1.0853659878704454,1.0862566845640147,286
2024-01-01 03:15:00+00:00,1.0866448432122728,1.0870532653832257,1.0856166517650994,1.086342114674499,1891
2024-01-01 03:30:00+00:00,1.0857856891873614,1.0863695540341067,1.0854064787019793,1.0856731244741942,830
2024-01-01 03:45:00+00:00,1.0849349005909115,1.0852182957922272,1.0848273482664421,1.0850707301083404,1077
2024-01-01 04:00:00+00:00,1.0847947622569378,1.0850915502379,1.0844596540823421,1.0848758587429976,267
2024-01-01 04:15:00+00:00,1.08455163421984,1.084908604815653,1.0841597407722265,1.0845234919921376,818
2024-01-01 04:30:00+00:00,1.085060267231964,1.0854230483748253,1.0840698562949624,1.0846359550665539,1783
2024-01-01 04:45:00+00:00,1.0840535720739715,1.0849087071727381,1.083657945389654,1.0843205106850549,1696
2024-01-01 05:00:00+00:00,1.0838669144099586,1.0843175406688212,1.0835142148723003,1.0838288838789025,1942
2024-01-01 05:15:00+00:00,1.084617919670997,1.084834865258456,1.0837356285802893,1.0843450320641461,1932
2024-01-01 05:30:00+00:00,1.0843915900118355,1.084536221960231,1.0839451181318878,1.0842686653269118,831
2024-01-01 05:45:00+00:00,1.084268602778267,1.084504579645492,1.0839760442891182,1.0842950315332256,1345
2024-01-01 06:00:00+00:00,1.0834551486848367,1.084191871464511,1.082891529230486,1.0837990746365176,684
2024-01-01 06:15:00+00:00,1.0839140302264376,1.0839140302264376,1.0836009541214007,1.0836117416082973,777
2024-01-01 06:30:00+00:00,1.083559311207636,1.0845611214489228,1.0832828048929182,1.0836539527730875,305
2024-01-01 06:45:00+00:00,1.0830638540707882,1.0836997904296053,1.0827012562294531,1.0832544510682165,1180
2024-01-01 07:00:00+00:00,1.0834398751353174,1.084287673269515,1.0829332406209793,1.0833896909235694,915
2024-01-01 07:15:00+00:00,1.0834685060534979,1.083481281904008,1.0826002053129555,1.0831830776911742,1171
2024-01-01 07:30:00+00:00,1.0831657776355654,1.083491560507266,1.0824377460462646,1.0830848018010553,1040
2024-01-01 07:45:00+00:00,1.0828051975523805,1.0835422882885843,1.0825172047187788,1.082878119684974,588
2024-01-01 08:00:00+00:00,1.0843210503782308,1.0846515018680616,1.0834791110418203,1.0842714502036708,430
